LURN_SAK,Incident Date,Incident Reported Date,Category,Stat Code,Stat Code Desc,Address,Street,City,Zip,Incident ID,Reporting District,Sequential (per Station),Gang Related,Unit ID,Unit Name,Longitude,Latitude,Part Category,OBJECTID,x,y
20154788,2/15/2023 12:00:00 AM,2/15/2023 12:00:00 AM,VANDALISM,261,VANDALISM MISD,"400 W POPLAR ST, COMPTON, CA",400 W POPLAR ST,COMPTON,,923-02239-2814,2814,2239,NO,CA0190042,COMPTON,-118.2300117,33.89922815,2,8929,-13161304.7,4015278.841
20161177,2/22/2023 7:10:00 PM,2/22/2023 12:00:00 AM,NARCOTICS,181,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana),"MCKINLEY AVE AND ROSECRANS AVE, LOS ANGELES, CA",MCKINLEY AVE AND ROSECRANS AVE,LOS ANGELES,,923-02724-2142,2142,2724,NO,CA01900V3,CENTURY,-118.2600309,33.90232739,2,8930,-13164646.43,4015694.509
20166848,2/18/2023 11:06:41 AM,3/1/2023 12:00:00 AM,FRAUD AND NSF CHECKS,112,FRAUD: Fraud By False Pretenses,"4500 153RD ST, LAWNDALE, CA 90260",4500 153RD ST,LAWNDALE,90260,923-01813-0332,332,1813,NO,CA0190003,SOUTH LOS ANGELES,-118.3550122,33.89102191,2,8931,-13175219.69,4014178.301
20160461,2/22/2023 4:20:00 AM,2/22/2023 12:00:00 AM,GRAND THEFT AUTO,93,"GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","12000 163RD ST, NORWALK, CA",12000 163RD ST,NORWALK,,923-02245-0458,458,2245,NO,CA0190004,NORWALK,-118.0749625,33.88300556,1,8932,-13144044.7,4013103.329
20186979,3/25/2023 2:00:00 PM,3/26/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,144,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","8600 HOOPER AVE, LOS ANGELES, CA 90002",8600 HOOPER AVE,LOS ANGELES,90002,923-04248-2174,2174,4248,NO,CA01900V3,CENTURY,-118.2539788,33.95900472,2,8933,-13163972.7,4023298.69
20133263,1/31/2016 12:00:00 PM,1/20/2023 12:00:00 AM,FRAUD AND NSF CHECKS,117,IDENTITY THEFT (GOODS/SERVICES/CREDIT),"45800 COVENTRY CT, LANCASTER, CA",45800 COVENTRY CT,LANCASTER,,923-01179-1121,1121,1179,NO,CA0190024,LANCASTER,-118.1566492,34.71600855,2,8934,-13153138.03,4125354.5
20153704,2/13/2023 5:20:00 PM,2/13/2023 12:00:00 AM,VANDALISM,261,VANDALISM MISD,"500 GLENDORA AVE, LA PUENTE, CA 91744",500 GLENDORA AVE,LA PUENTE,91744,923-01640-1433,1433,1640,NO,CA0190014,INDUSTRY,-117.951012,34.02608779,2,8935,-13130246.6,4032305.517
20223726,4/30/2023 11:59:30 PM,5/9/2023 12:00:00 AM,LARCENY THEFT,340,VEHICLE BURGLARY: Auto/Passenger Van Burglary,"38500 10TH PL, PALMDALE, CA 93550",38500 10TH PL,PALMDALE,93550,923-05946-2610,2610,5946,NO,CA01900W9,PALMDALE,-118.110749,34.58200791,1,8936,-13148028.44,4107221.779
20161630,2/23/2023 10:45:00 AM,2/23/2023 12:00:00 AM,ROBBERY,31,"ROBBERY, WEAPON: Highway, Etc.","6700 COMPTON AVE, LOS ANGELES, CA 90001",6700 COMPTON AVE,LOS ANGELES,90001,923-02748-2171,2171,2748,NO,CA01900V3,CENTURY,-118.247012,33.9780366,1,8937,-13163197.16,4025853.259
20145185,2/1/2023 5:00:00 AM,2/3/2023 12:00:00 AM,FRAUD AND NSF CHECKS,112,FRAUD: Fraud By False Pretenses,"1400 W 110TH ST, LOS ANGELES, CA 90044",1400 W 110TH ST,LOS ANGELES,90044,923-01048-0375,375,1048,NO,CA0190003,SOUTH LOS ANGELES,-118.301011,33.93476948,2,8938,-13169208.3,4020046.521
20189327,3/29/2023 9:00:00 AM,3/29/2023 12:00:00 AM,LARCENY THEFT,85,GRAND THEFT: Auto Parts And Accessories,"1600 S AZUSA AVE, INDUSTRY, CA",1600 S AZUSA AVE,INDUSTRY,,923-03273-1416,1416,3273,NO,CA0190014,INDUSTRY,-117.9305416,33.99310656,1,8939,-13127967.84,4027876.443
20130851,1/17/2023 9:38:00 PM,1/17/2023 12:00:00 AM,AGGRAVATED ASSAULT,52,"ASSAULT, AGGRAVATED: ADW - KNIFE","1200 ATLANTIC BLVD, LOS ANGELES, CA",1200 ATLANTIC BLVD,LOS ANGELES,,023-00818-0286,286,818,NO,CA0190002,EAST LOS ANGELES,-118.1589998,34.01500231,1,8940,-13153399.69,4030816.647
20150879,2/10/2023 1:20:00 AM,2/10/2023 12:00:00 AM,LARCENY THEFT,85,GRAND THEFT: Auto Parts And Accessories,"6200 ACADIA AVE, AGOURA HILLS, CA",6200 ACADIA AVE,AGOURA HILLS,,923-00687-2228,2228,687,NO,CA0190022,MALIBU/LOST HILLS,-118.755018,34.16526805,1,8941,-13219748.13,4051015.135
20128082,1/13/2023 8:45:00 PM,1/14/2023 12:00:00 AM,VANDALISM,263,VANDALISM FELONY,"RAMAGE ST AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA",RAMAGE ST AND SANTA MONICA BLVD,WEST HOLLYWOOD,,923-00233-0977,977,233,NO,CA0190009,WEST HOLLYWOOD,-118.3869835,34.08297559,2,8942,-13178778.72,4039949.07
20133782,1/21/2023 4:00:00 AM,1/21/2023 12:00:00 AM,BURGLARY,71,"BURGLARY, OTHER STRUCTURE: Night, Entry By Force","9200 TELEGRAPH RD, PICO RIVERA, CA 90660",9200 TELEGRAPH RD,PICO RIVERA,90660,923-00474-1518,1518,474,NO,CA0190015,PICO RIVERA,-118.1041311,33.95688499,1,8943,-13147291.73,4023014.201
20134916,1/22/2023 9:32:00 PM,1/22/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,144,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","11700 S ALAMEDA ST, LYNWOOD, CA 90262",11700 S ALAMEDA ST,LYNWOOD,90262,923-00153-5700,5700,153,NO,CA0190053,CRDF,-118.2260667,33.92738912,2,8944,-13160865.54,4019056.321
20131317,1/18/2023 12:15:00 PM,1/18/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,144,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","100 E REGENT ST, INGLEWOOD, CA 90301",100 E REGENT ST,INGLEWOOD,90301,923-00030-4471,4471,30,NO,CA01900V4,WEST,-118.3540321,33.96400469,2,8945,-13175110.59,4023969.759
20123435,1/9/2023 8:08:00 AM,1/9/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,144,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","1400 WEST COVINA PKWY, WEST COVINA, CA 91790",1400 WEST COVINA PKWY,WEST COVINA,91790,923-00003-4130,4130,3,NO,CA01900W8,EAST,-117.9374013,34.06969455,2,8946,-13128731.46,4038164.145
20135774,1/23/2023 10:30:23 PM,1/23/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,144,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","441 BAUCHET ST AND 9100, LOS ANGELES, CA 90012",441 BAUCHET ST AND 9100,LOS ANGELES,90012,923-00251-5100,5100,251,NO,CA0190058,MEN'S CENTRAL JAIL,-118.231115,34.05922811,2,8947,-13161427.52,4036757.689
20138421,1/26/2023 6:04:18 PM,1/26/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,144,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","441 BAUCHET ST AND 5500, LOS ANGELES, CA 90012",441 BAUCHET ST AND 5500,LOS ANGELES,90012,923-00274-5100,5100,274,NO,CA0190058,MEN'S CENTRAL JAIL,-118.231115,34.05922811,2,8948,-13161427.52,4036757.689
20147033,2/6/2023 6:54:13 AM,2/6/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,144,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","441 BAUCHET ST AND 2400, LOS ANGELES, CA 90012",441 BAUCHET ST AND 2400,LOS ANGELES,90012,923-00375-5100,5100,375,NO,CA0190058,MEN'S CENTRAL JAIL,-118.231115,34.05922811,2,8949,-13161427.52,4036757.689
20146518,2/5/2023 11:31:27 AM,2/5/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,144,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","441 BAUCHET ST AND 2400, LOS ANGELES, CA 90012",441 BAUCHET ST AND 2400,LOS ANGELES,90012,923-00367-5100,5100,367,NO,CA0190058,MEN'S CENTRAL JAIL,-118.231115,34.05922811,2,8950,-13161427.52,4036757.689
20136671,1/24/2023 10:44:00 PM,1/24/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,144,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","400 BAUCHET ST, LOS ANGELES, CA 90012",400 BAUCHET ST,LOS ANGELES,90012,923-00170-5120,5120,170,NO,CA0190026,INMATE RECEPTION CENTR,-118.231115,34.05922811,2,8951,-13161427.52,4036757.689
20138307,1/26/2023 3:39:00 PM,1/26/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,144,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","400 BAUCHET ST, LOS ANGELES, CA 90012",400 BAUCHET ST,LOS ANGELES,90012,923-00192-5120,5120,192,NO,CA0190026,INMATE RECEPTION CENTR,-118.231115,34.05922811,2,8952,-13161427.52,4036757.689
20155027,2/14/2023 9:30:00 PM,2/15/2023 12:00:00 AM,GRAND THEFT AUTO,90,"GRAND THEFT VEHICLE (GTA): Cargo/Vehicle, laden with freight","3500 SAN GABRIEL RIVER PKWY, INDUSTRY, CA",3500 SAN GABRIEL RIVER PKWY,INDUSTRY,,923-01707-1410,1410,1707,NO,CA0190014,INDUSTRY,-118.0560411,34.01401357,1,8953,-13141938.38,4030683.862
20147721,2/6/2023 7:00:00 AM,2/6/2023 12:00:00 AM,LARCENY THEFT,342,VEHICLE BURGLARY: Truck/Cargo Van Burglary,"17500 RAILROAD ST, INDUSTRY, CA 91744",17500 RAILROAD ST,INDUSTRY,91744,923-01375-1418,1418,1375,NO,CA0190014,INDUSTRY,-117.9200325,33.99796793,1,8954,-13126797.97,4028529.173
20337548,9/16/2023 11:37:00 AM,9/16/2023 12:00:00 AM,FELONIES MISCELLANEOUS,328,"FELONIES, MISCELLANEOUS: False Report Bomb/Emergency","21400 CENTRE POINTE PKWY, SANTA CLARITA, CA",21400 CENTRE POINTE PKWY,SANTA CLARITA,,023-13485-0616,616,13485,NO,CA0190006,SANTA CLARITA VALLEY,-118.5115209,34.41015018,2,8955,-13192642.16,4084009.036
20301855,8/7/2023 2:46:00 PM,8/7/2023 12:00:00 AM,ROBBERY,38,"ROBBERY, WEAPON: Carjacking","ATLANTIC AVE AND SAN VICENTE ST, COMPTON, CA",ATLANTIC AVE AND SAN VICENTE ST,COMPTON,,923-10566-2851,2851,10566,NO,CA0190042,COMPTON,-118.1930773,33.89900189,1,8956,-13157193.18,4015248.497
20129290,1/16/2023 9:30:00 AM,1/16/2023 12:00:00 AM,LARCENY THEFT,89,"GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","3200 FAIRWAY DR, PICO RIVERA, CA 90660",3200 FAIRWAY DR,PICO RIVERA,90660,923-00356-1511,1511,356,NO,CA0190015,PICO RIVERA,-118.0604026,34.01748123,1,8957,-13142423.9,4031149.57
20136993,7/28/2022 12:00:00 AM,1/25/2023 12:00:00 AM,FRAUD AND NSF CHECKS,112,FRAUD: Fraud By False Pretenses,"38700 POND AVE, PALMDALE, CA 93550",38700 POND AVE,PALMDALE,93550,923-01194-2611,2611,1194,NO,CA01900W9,PALMDALE,-118.0703894,34.58600577,2,8958,-13143535.62,4107762.338
20150513,2/8/2023 2:45:00 PM,2/9/2023 12:00:00 AM,LARCENY THEFT,385,"THEFT, PETTY: Auto Parts And Accessories","8900 GLENDON WAY, ROSEMEAD, CA 91770",8900 GLENDON WAY,ROSEMEAD,91770,923-01615-0530,530,1615,NO,CA0190005,TEMPLE,-118.073629,34.0730086,1,8959,-13143896.26,4038609.515
20134878,1/22/2023 8:50:00 PM,1/22/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,146,"ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","5400 SANTA ANITA AVE, TEMPLE CITY, CA 91780",5400 SANTA ANITA AVE,TEMPLE CITY,91780,023-00846-0525,525,846,NO,CA0190005,TEMPLE,-118.0304892,34.10211687,2,8960,-13139093.95,4042522.083
20295970,8/1/2023 12:00:00 AM,8/1/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,144,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","NOGALES ST AND SUTTER CREEK DR, WALNUT, CA",NOGALES ST AND SUTTER CREEK DR,WALNUT,,923-05651-2917,2917,5651,NO,CA0190020,WALNUT,-117.8918164,34.02316794,2,8961,-13123656.97,4031913.339
20329239,5/10/2023 11:59:30 AM,9/6/2023 12:00:00 AM,FRAUD AND NSF CHECKS,112,FRAUD: Fraud By False Pretenses,"1200 OLIVE DR, WEST HOLLYWOOD, CA 90069",1200 OLIVE DR,WEST HOLLYWOOD,90069,923-05104-0976,976,5104,NO,CA0190009,WEST HOLLYWOOD,-118.3727411,34.09200626,2,8962,-13177193.27,4041162.92
20303930,8/9/2023 6:15:00 AM,8/9/2023 12:00:00 AM,GRAND THEFT AUTO,95,GRAND THEFT VEHICLE (GTA): Motorcycle,"1600 W AVENUE K-8, LANCASTER, CA",1600 W AVENUE K-8,LANCASTER,,923-12830-1126,1126,12830,NO,CA0190024,LANCASTER,-118.1590675,34.66700459,1,8963,-13153407.22,4118719.974
20171401,3/7/2023 1:34:00 PM,3/7/2023 12:00:00 AM,MISDEMEANORS MISCELLANEOUS,399,"MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors","ROSECRANS AVE AND SHOEMAKER AVE, NORWALK, CA 90650",ROSECRANS AVE AND SHOEMAKER AVE,NORWALK,90650,923-02793-0454,454,2793,NO,CA0190004,NORWALK,-118.0550123,33.90188978,2,8964,-13141823.85,4015635.817
20131233,1/18/2023 11:13:00 AM,1/18/2023 12:00:00 AM,WEAPON LAWS,152,WEAPON LAWS: Misdemeanor,"11400 BOMBARDIER AVE, NORWALK, CA",11400 BOMBARDIER AVE,NORWALK,,923-00710-0452,452,710,NO,CA0190004,NORWALK,-118.0749925,33.92700804,2,8965,-13144048.04,4019005.195
20157516,2/17/2023 12:52:30 PM,2/18/2023 12:00:00 AM,GRAND THEFT AUTO,93,"GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","10500 HOLBROOK ST, WHITTIER, CA",10500 HOLBROOK ST,WHITTIER,,923-01113-1575,1575,1113,NO,CA0190015,PICO RIVERA,-118.0669551,33.98906265,1,8966,-13143153.32,4027333.501
20143929,2/2/2023 12:09:00 PM,2/2/2023 12:00:00 AM,VEHICLE / BOATING LAWS,255,VEHICLE AND BOATING LAWS: Misdemeanor,"MAPLEDALE ST AND GRAYLAND AVE, NORWALK, CA 90650",MAPLEDALE ST AND GRAYLAND AVE,NORWALK,90650,923-01394-0456,456,1394,NO,CA0190004,NORWALK,-118.0761742,33.89800412,2,8967,-13144179.59,4015114.68
20184611,3/23/2023 1:00:00 PM,3/23/2023 12:00:00 AM,ROBBERY,47,"ROBBERY, STRONG-ARM: Other","200 S LEMON AVE, WALNUT, CA 91789",200 S LEMON AVE,WALNUT,91789,923-02174-2913,2913,2174,NO,CA0190020,WALNUT,-117.8600522,34.01205313,1,8968,-13120120.99,4030420.582
20170403,3/6/2023 11:40:00 AM,3/6/2023 12:00:00 AM,NARCOTICS,183,Under The Influence Of Narcotic 11550 HS. Does Not Incl 647(f)PC,"ROSECRANS AVE AND BEST AVE, NORWALK, CA 90650",ROSECRANS AVE AND BEST AVE,NORWALK,90650,923-02737-0454,454,2737,NO,CA0190004,NORWALK,-118.0443177,33.90200227,2,8969,-13140633.34,4015650.903
20201894,4/13/2023 5:00:00 PM,4/13/2023 12:00:00 AM,FRAUD AND NSF CHECKS,117,IDENTITY THEFT (GOODS/SERVICES/CREDIT),"500 CHARMINGDALE RD, DIAMOND BAR, CA 91765",500 CHARMINGDALE RD,DIAMOND BAR,91765,923-02710-2923,2923,2710,NO,CA0190020,WALNUT,-117.8058788,34.0150072,2,8970,-13114090.44,4030817.304
20144713,2/3/2023 12:47:30 AM,2/3/2023 12:00:00 AM,GRAND THEFT AUTO,91,GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van,"7000 PICO VISTA RD, PICO RIVERA, CA 90660",7000 PICO VISTA RD,PICO RIVERA,90660,923-00770-1516,1516,770,NO,CA0190015,PICO RIVERA,-118.0857302,33.97390373,1,8971,-13145243.36,4025298.473
20155415,2/15/2023 6:01:00 PM,2/15/2023 12:00:00 AM,LARCENY THEFT,340,VEHICLE BURGLARY: Auto/Passenger Van Burglary,"500 WORKMAN MILL RD, BASSETT, CA 91746",500 WORKMAN MILL RD,BASSETT,91746,923-01726-1462,1462,1726,NO,CA0190014,INDUSTRY,-117.9967939,34.04022777,1,8972,-13135343.01,4034204.913
20239336,5/28/2023 1:00:00 AM,5/28/2023 12:00:00 AM,VANDALISM,264,VANDALISM: Graffiti/Tagging,"30300 ARLINGTON RD, VAL VERDE, CA 91384",30300 ARLINGTON RD,VAL VERDE,91384,923-07569-0693,693,7569,NO,CA0190006,SANTA CLARITA VALLEY,-118.6646909,34.44657913,2,8973,-13209692.96,4088925.484
20173384,3/9/2023 1:30:00 AM,3/9/2023 12:00:00 AM,VEHICLE / BOATING LAWS,250,"VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","1200 E HELMICK ST, CARSON, CA",1200 E HELMICK ST,CARSON,,923-02274-1615,1615,2274,NO,CA0190016,CARSON,-118.2485171,33.85100511,2,8974,-13163364.71,4008813.155
20301395,8/7/2023 6:30:00 AM,8/7/2023 12:00:00 AM,BURGLARY,75,"BURGLARY, OTHER STRUCTURE: Day, Entry No Force","1600 AZUSA AVE, CITY OF INDUSTRY, CA",1600 AZUSA AVE,CITY OF INDUSTRY,,923-07897-1416,1416,7897,NO,CA0190014,INDUSTRY,-117.9313726,33.99403341,1,8975,-13128060.35,4028000.888
20146861,2/5/2023 8:57:49 PM,2/5/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,146,"ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","16400 MAPLEGROVE ST, VALINDA, CA",16400 MAPLEGROVE ST,VALINDA,,023-01331-1440,1440,1331,NO,CA0190014,INDUSTRY,-117.9240209,34.04405465,2,8976,-13127241.96,4034719.024
20163731,2/26/2023 11:07:00 AM,2/26/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,144,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","1800 S WILMINGTON AVE, COMPTON, CA 90221",1800 S WILMINGTON AVE,COMPTON,90221,923-02745-2837,2837,2745,NO,CA0190042,COMPTON,-118.2349731,33.87618555,2,8977,-13161857,4012188.862
20291960,7/27/2023 5:24:00 AM,7/27/2023 12:00:00 AM,BURGLARY,72,"BURGLARY, OTHER STRUCTURE: Night, Entry No Force","14800 JERSEY AVE, NORWALK, CA 90650",14800 JERSEY AVE,NORWALK,90650,923-08680-0455,455,8680,NO,CA0190004,NORWALK,-118.0868835,33.89599763,1,8978,-13145371.74,4014845.583
20120366,1/5/2023 12:52:30 AM,1/5/2023 12:00:00 AM,VANDALISM,263,VANDALISM FELONY,"4300 167TH ST, LAWNDALE, CA 90260",4300 167TH ST,LAWNDALE,90260,923-00123-0334,334,123,NO,CA0190003,SOUTH LOS ANGELES,-118.351007,33.87942463,2,8979,-13174773.84,4012623.168
20246961,6/6/2023 10:30:01 AM,6/6/2023 12:00:00 AM,VEHICLE / BOATING LAWS,255,VEHICLE AND BOATING LAWS: Misdemeanor,"COMPTON BLVD AND AVALON, COMPTON, CA",COMPTON BLVD AND AVALON,COMPTON,,923-07500-2872,2872,7500,NO,CA0190042,COMPTON,-118.265208,33.89500405,2,8980,-13165222.73,4014712.333
20239948,5/26/2023 12:00:00 PM,5/29/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,146,"ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","10800 SIERRA HWY, AGUA DULCE, CA 91390",10800 SIERRA HWY,AGUA DULCE,91390,023-06849-2645,2645,6849,NO,CA01900W9,PALMDALE,-118.3224512,34.5160169,2,8981,-13171595.02,4098302.744
20276216,7/8/2023 1:37:53 PM,7/8/2023 12:00:00 AM,MISDEMEANORS MISCELLANEOUS,399,"MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors","154TH ST AND AVALON BLVD, COMPTON, CA 90221",154TH ST AND AVALON BLVD,COMPTON,90221,923-09115-2873,2873,9115,NO,CA0190042,COMPTON,-118.2650178,33.89214349,2,8982,-13165201.56,4014328.71
20152643,2/12/2023 2:30:00 AM,2/12/2023 12:00:00 AM,VANDALISM,261,VANDALISM MISD,"30600 VALYERMO RD, PALMDALE, CA",30600 VALYERMO RD,PALMDALE,,923-02080-2670,2670,2080,NO,CA01900W9,PALMDALE,-117.8639859,34.46003603,2,8983,-13120558.89,4090742.168
20138601,1/26/2023 9:16:00 PM,1/26/2023 12:00:00 AM,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","3600 CALLE JOAQUIN, CALABASAS, CA 91302",3600 CALLE JOAQUIN,CALABASAS,91302,023-00420-2246,2246,420,NO,CA0190022,MALIBU/LOST HILLS,-118.6612253,34.13496678,1,8984,-13209307.18,4046939.197
20170991,3/7/2023 2:00:00 AM,3/7/2023 12:00:00 AM,LARCENY THEFT,85,GRAND THEFT: Auto Parts And Accessories,"14200 ARCHES LN, CANYON COUNTRY, CA",14200 ARCHES LN,CANYON COUNTRY,,923-03182-0635,635,3182,NO,CA0190006,SANTA CLARITA VALLEY,-118.3797942,34.44475989,1,8985,-13177978.42,4088679.909
20163024,2/25/2023 12:00:00 AM,2/25/2023 12:00:00 AM,VEHICLE / BOATING LAWS,250,"VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","200 E WALNUT ST, CARSON, CA",200 E WALNUT ST,CARSON,,923-01839-1610,1610,1839,NO,CA0190016,CARSON,-118.2754986,33.87500789,2,8986,-13166368.28,4012030.963
20221885,5/7/2023 1:15:00 PM,5/7/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,146,"ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","10900 S MANHATTAN PL, LOS ANGELES, CA 90047",10900 S MANHATTAN PL,LOS ANGELES,90047,023-03833-0373,373,3833,NO,CA0190003,SOUTH LOS ANGELES,-118.310194,33.93600572,2,8987,-13170230.56,4020212.391
20159563,2/21/2023 8:00:00 AM,2/21/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,146,"ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","27000 PIERPONT CT, VALENCIA, CA",27000 PIERPONT CT,VALENCIA,,023-02507-0642,642,2507,NO,CA0190006,SANTA CLARITA VALLEY,-118.5520121,34.4260137,2,8988,-13197149.62,4086149.712
20198733,4/10/2023 10:40:00 AM,4/10/2023 12:00:00 AM,ROBBERY,36,"ROBBERY, WEAPON: Bank","1600 S ALAMEDA ST, COMPTON, CA 90220",1600 S ALAMEDA ST,COMPTON,90220,923-04783-2842,2842,4783,NO,CA0190042,COMPTON,-118.2180584,33.88100042,1,8989,-13159974.07,4012834.461
20206343,4/19/2023 1:52:00 PM,4/19/2023 12:00:00 AM,AGGRAVATED ASSAULT,51,"ASSAULT, AGGRAVATED: ADW - GUN","18500 SOLEDAD CANYON RD, CANYON COUNTRY, CA 91351",18500 SOLEDAD CANYON RD,CANYON COUNTRY,91351,023-05430-0612,612,5430,NO,CA0190006,SANTA CLARITA VALLEY,-118.4600339,34.41310932,1,8990,-13186910.65,4084408.322
20168048,3/3/2023 12:30:00 AM,3/3/2023 12:00:00 AM,BURGLARY,71,"BURGLARY, OTHER STRUCTURE: Night, Entry By Force","13600 VALLEY BLVD, INDUSTRY, CA 91744",13600 VALLEY BLVD,INDUSTRY,91744,923-02335-1412,1412,2335,NO,CA0190014,INDUSTRY,-117.9923061,34.04622487,1,8991,-13134843.44,4035010.587
20221787,5/7/2023 11:00:00 AM,5/7/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,146,"ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","27600 MAPLE RIDGE CIR, SANTA CLARITA, CA",27600 MAPLE RIDGE CIR,SANTA CLARITA,,023-06367-0642,642,6367,NO,CA0190006,SANTA CLARITA VALLEY,-118.5397721,34.45073674,2,8992,-13195787.07,4089486.732
20160683,2/22/2023 8:10:00 AM,2/22/2023 12:00:00 AM,FELONIES MISCELLANEOUS,339,"FELONIES, MISCELLANEOUS: All Other Felonies","21800 OLIVIA CT, SAUGUS, CA",21800 OLIVIA CT,SAUGUS,,923-02570-0641,641,2570,NO,CA0190006,SANTA CLARITA VALLEY,-118.5167168,34.459013,2,8993,-13193220.56,4090604.049
20172632,3/6/2023 6:45:00 AM,3/8/2023 12:00:00 AM,NARCOTICS,186,Found Narcotics,"22600 GARZOTA DR, SAUGUS, CA",22600 GARZOTA DR,SAUGUS,,923-03273-0641,641,3273,NO,CA0190006,SANTA CLARITA VALLEY,-118.5321745,34.43596462,2,8994,-13194941.31,4087492.73
20138904,1/27/2023 10:57:16 AM,1/27/2023 12:00:00 AM,MISDEMEANORS MISCELLANEOUS,399,"MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors","19200 GOLDEN VALLEY RD, SANTA CLARITA, CA",19200 GOLDEN VALLEY RD,SANTA CLARITA,,923-01237-0637,637,1237,NO,CA0190006,SANTA CLARITA VALLEY,-118.4660945,34.39240649,2,8995,-13187585.31,4081615.124
20125549,1/12/2023 12:05:00 AM,1/12/2023 12:00:00 AM,VEHICLE / BOATING LAWS,250,"VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","SUNSET BLVD AND W OLIVE DR, WEST HOLLYWOOD, CA",SUNSET BLVD AND W OLIVE DR,WEST HOLLYWOOD,,923-00184-0987,987,184,NO,CA0190009,WEST HOLLYWOOD,-118.3731797,34.0940047,2,8996,-13177242.09,4041431.555
20169722,3/5/2023 10:20:00 AM,3/5/2023 12:00:00 AM,BURGLARY,64,"BURGLARY, RESIDENCE: Day, Entry By Force","15600 FADA DR, LA MIRADA, CA 90638",15600 FADA DR,LA MIRADA,90638,923-02704-0468,468,2704,NO,CA0190004,NORWALK,-117.9991236,33.89206952,1,8997,-13135602.35,4014318.79
20174672,3/11/2023 9:45:00 PM,3/11/2023 12:00:00 AM,NARCOTICS,185,Misdemeanor Possessn of a Controlled Substance (excluding Marijuana),"AVALON BLVD AND DEL AMO BLVD, CARSON, CA",AVALON BLVD AND DEL AMO BLVD,CARSON,,923-02319-1619,1619,2319,NO,CA0190016,CARSON,-118.2639932,33.84753003,2,8998,-13165087.5,4008347.362
20151646,2/10/2023 7:39:00 PM,2/10/2023 12:00:00 AM,BURGLARY,61,"BURGLARY, RESIDENCE: Night, Entry by Force","6400 WOOSTER AVE, LADERA HEIGHTS, CA 90045",6400 WOOSTER AVE,LADERA HEIGHTS,90045,923-00314-2766,2766,314,NO,CA0190065,MARINA DEL REY,-118.3817224,33.98072677,1,8999,-13178193.06,4026214.395
