LURN_SAK,Incident Date,Incident Reported Date,Category,Stat Code,Stat Code Desc,Address,Street,City,Zip,Incident ID,Reporting District,Sequential (per Station),Gang Related,Unit ID,Unit Name,Longitude,Latitude,Part Category,OBJECTID,x,y
20193262,4/3/2023 2:30:00 AM,4/3/2023 12:00:00 AM,LARCENY THEFT,85,GRAND THEFT: Auto Parts And Accessories,"2900 FRANKLIN ST, LA CRESCENTA, CA 91214",2900 FRANKLIN ST,LA CRESCENTA,91214,923-00579-1286,1286,579,NO,CA0190012,CRESCENTA VALLEY,-118.2420952,34.22800491,1,8087,-13162649.83,4059458.758
20182421,3/21/2023 12:49:00 AM,3/21/2023 12:00:00 AM,DRUNK DRIVING VEHICLE / BOAT,242,DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs,"NOGALES ST AND WALNUT DR, ROWLAND HEIGHTS, CA",NOGALES ST AND WALNUT DR,ROWLAND HEIGHTS,,923-02106-2934,2934,2106,NO,CA0190020,WALNUT,-117.8879508,33.99625245,2,8088,-13123226.65,4028298.833
20139514,1/27/2023 11:35:00 AM,1/28/2023 12:00:00 AM,LARCENY THEFT,83,"GRAND THEFT: Shoplifting (From Dept Store, Mkt Gas Sta)","15200 ROSECRANS AVE, LA MIRADA, CA",15200 ROSECRANS AVE,LA MIRADA,,923-01168-0470,470,1168,NO,CA0190004,NORWALK,-118.0060239,33.89811276,1,8089,-13136370.49,4015129.251
20130540,1/17/2023 3:52:00 PM,1/17/2023 12:00:00 AM,WEAPON LAWS,151,WEAPON LAWS: Felony,"BLOOMFIELD AVE AND CENTRALIA ST, LAKEWOOD, CA 90715",BLOOMFIELD AVE AND CENTRALIA ST,LAKEWOOD,90715,023-01104-1328,1328,1104,YES,CA0190013,LAKEWOOD,-118.0630021,33.83828584,2,8090,-13142713.28,4007108.38
20149194,2/4/2023 11:00:00 AM,2/8/2023 12:00:00 AM,GRAND THEFT AUTO,91,GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van,"17800 MOSSDALE AVE, LAKE LOS ANGELES, CA",17800 MOSSDALE AVE,LAKE LOS ANGELES,,923-02312-1197,1197,2312,NO,CA0190024,LANCASTER,-117.8109786,34.63000725,1,8091,-13114658.14,4113713.594
20149765,2/8/2023 8:48:23 PM,2/8/2023 12:00:00 AM,LARCENY THEFT,89,"GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","1800 E FERNROCK ST, CARSON, CA",1800 E FERNROCK ST,CARSON,,923-01308-1616,1616,1308,NO,CA0190016,CARSON,-118.2360234,33.85128795,1,8092,-13161973.91,4008851.067
20132839,1/19/2023 9:50:00 PM,1/19/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,145,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer","11900 162ND ST, NORWALK, CA 90650",11900 162ND ST,NORWALK,90650,023-00791-0458,458,791,NO,CA0190004,NORWALK,-118.077871,33.88421343,2,8093,-13144368.48,4013265.294
20125072,1/10/2023 12:55:00 PM,1/11/2023 12:00:00 AM,LARCENY THEFT,387,"THEFT, PETTY: From Bldgs (Church, School, Restaurant)","5800 S MAIN ST, LOS ANGELES, CA 90003",5800 S MAIN ST,LOS ANGELES,90003,923-00049-8543,8543,49,NO,CA01900F4,COUNTY SERVICES BUR,-118.2728346,33.98800484,1,8094,-13166071.72,4027191.483
20140169,1/26/2023 11:59:30 PM,1/29/2023 12:00:00 AM,FRAUD AND NSF CHECKS,112,FRAUD: Fraud By False Pretenses,"1600 120TH ST, LOS ANGELES, CA 90059",1600 120TH ST,LOS ANGELES,90059,923-01408-2133,2133,1408,NO,CA01900V3,CENTURY,-118.2440562,33.92400487,2,8095,-13162868.12,4018602.296
20149785,2/8/2023 9:10:02 PM,2/8/2023 12:00:00 AM,FRAUD AND NSF CHECKS,112,FRAUD: Fraud By False Pretenses,"21300 S AVALON BLVD, CARSON, CA 90745",21300 S AVALON BLVD,CARSON,90745,923-01310-1618,1618,1310,NO,CA0190016,CARSON,-118.2636651,33.83500606,2,8096,-13165050.98,4006668.829
20148060,2/7/2023 9:30:00 AM,2/7/2023 12:00:00 AM,LARCENY THEFT,389,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","17000 E AVENUE O, PALMDALE, CA 93591",17000 E AVENUE O,PALMDALE,93591,923-02229-1197,1197,2229,NO,CA0190024,LANCASTER,-117.8251882,34.61599494,1,8097,-13116239.95,4111818.069
20124830,1/10/2023 10:35:00 PM,1/10/2023 12:00:00 AM,AGGRAVATED ASSAULT,50,"ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","5600 WOODRUFF AVE, LAKEWOOD, CA 90713",5600 WOODRUFF AVE,LAKEWOOD,90713,023-00660-1322,1322,660,NO,CA0190013,LAKEWOOD,-118.1170829,33.85900415,1,8098,-13148733.52,4009885.404
20132537,1/18/2023 12:45:00 PM,1/19/2023 12:00:00 AM,LARCENY THEFT,84,GRAND THEFT: From Unlocked Auto,"1100 SIERRA MADRE VILLA AVE, PASADENA, CA 91107",1100 SIERRA MADRE VILLA AVE,PASADENA,91107,923-00170-0791,791,170,NO,CA0190007,ALTADENA,-118.0806489,34.16605197,1,8099,-13144677.7,4051120.602
20130957,1/18/2023 2:08:00 AM,1/18/2023 12:00:00 AM,VEHICLE / BOATING LAWS,250,"VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","CALIFORNIA ST AND S TRABUCO ST, BELLFLOWER, CA 90706",CALIFORNIA ST AND S TRABUCO ST,BELLFLOWER,90706,923-01143-1333,1333,1143,NO,CA0190013,LAKEWOOD,-118.1151589,33.88700457,2,8100,-13148519.34,4013639.573
20152334,2/11/2023 4:00:00 AM,2/11/2023 12:00:00 AM,LARCENY THEFT,340,VEHICLE BURGLARY: Auto/Passenger Van Burglary,"3100 TOPAZ LN, LANCASTER, CA",3100 TOPAZ LN,LANCASTER,,923-02532-1137,1137,2532,NO,CA0190024,LANCASTER,-118.0740098,34.68787288,1,8101,-13143938.65,4121544.801
20137282,1/23/2023 11:27:30 AM,1/25/2023 12:00:00 AM,VEHICLE / BOATING LAWS,250,"VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","12500 183RD ST, CERRITOS, CA",12500 183RD ST,CERRITOS,,923-00372-2316,2316,372,NO,CA01900R7,CERRITOS,-118.065021,33.86585152,2,8102,-13142938.02,4010803.354
20145434,2/3/2023 6:45:00 PM,2/3/2023 12:00:00 AM,FELONIES MISCELLANEOUS,339,"FELONIES, MISCELLANEOUS: All Other Felonies","10TH ST W AND AVENUE H-8, LANCASTER, CA",10TH ST W AND AVENUE H-8,LANCASTER,,923-02027-1121,1121,2027,NO,CA0190024,LANCASTER,-118.1482509,34.71000156,2,8103,-13152203.13,4124541.017
20141527,1/30/2023 9:37:00 PM,1/30/2023 12:00:00 AM,VEHICLE / BOATING LAWS,252,VEHICLE AND BOATING LAWS: Felony,"LENNOX BLVD AND FREEMAN AVE, LENNOX, CA",LENNOX BLVD AND FREEMAN AVE,LENNOX,,923-00896-0383,383,896,NO,CA0190003,SOUTH LOS ANGELES,-118.3480113,33.93821161,2,8104,-13174440.35,4020508.369
20134525,1/21/2023 11:10:00 PM,1/22/2023 12:00:00 AM,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","43300 16TH ST W, LANCASTER, CA",43300 16TH ST W,LANCASTER,,023-01282-1126,1126,1282,NO,CA0190024,LANCASTER,-118.1576897,34.66900695,1,8105,-13153253.85,4118990.992
20147429,2/6/2023 1:30:00 AM,2/6/2023 12:00:00 AM,GRAND THEFT AUTO,91,GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van,"15300 EUCALYPTUS AVE, BELLFLOWER, CA 90706",15300 EUCALYPTUS AVE,BELLFLOWER,90706,923-02505-1337,1337,2505,NO,CA0190013,LAKEWOOD,-118.1211702,33.89479284,1,8106,-13149188.51,4014684.009
20148226,2/3/2023 1:55:00 AM,2/7/2023 12:00:00 AM,FORGERY,105,WORTHLESS DOCUMENTS/FORGERY: Forgery - Credit Cards/Sales Slips,"7600 SANTA MONICA BLVD, LOS ANGELES, CA 90046",7600 SANTA MONICA BLVD,LOS ANGELES,90046,923-00709-0975,975,709,NO,CA0190009,WEST HOLLYWOOD,-118.3553437,34.09000303,2,8107,-13175256.59,4040893.646
20138825,1/27/2023 9:30:00 AM,1/27/2023 12:00:00 AM,VEHICLE / BOATING LAWS,250,"VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","BLOOMFIELD AVE AND ARTESIA BLVD, CERRITOS, CA",BLOOMFIELD AVE AND ARTESIA BLVD,CERRITOS,,923-00391-2316,2316,391,NO,CA01900R7,CERRITOS,-118.0630134,33.87315875,2,8108,-13142714.53,4011783.035
20138493,1/26/2023 6:00:00 PM,1/26/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,146,"ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","1700 PINECONE CT, LANCASTER, CA 93535",1700 PINECONE CT,LANCASTER,93535,023-01574-1137,1137,1574,NO,CA0190024,LANCASTER,-118.0970091,34.68284885,2,8109,-13146498.92,4120864.66
20150295,2/8/2023 8:37:30 PM,2/9/2023 12:00:00 AM,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","2400 N LINCOLN AVE, ALTADENA, CA",2400 N LINCOLN AVE,ALTADENA,,023-00344-0772,772,344,NO,CA0190007,ALTADENA,-118.1595986,34.18814242,1,8110,-13153466.35,4054093.021
20136121,1/23/2023 3:10:00 PM,1/24/2023 12:00:00 AM,VANDALISM,261,VANDALISM MISD,"39400 10TH ST W, PALMDALE, CA",39400 10TH ST W,PALMDALE,,923-01140-2619,2619,1140,NO,CA01900W9,PALMDALE,-118.1459824,34.59816198,2,8111,-13151950.6,4109406.166
20126057,1/11/2023 5:47:30 PM,1/12/2023 12:00:00 AM,LARCENY THEFT,389,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","24200 VALENCIA BLVD, VALENCIA, CA",24200 VALENCIA BLVD,VALENCIA,,923-00493-0608,608,493,NO,CA0190006,SANTA CLARITA VALLEY,-118.5573375,34.41400332,1,8112,-13197742.44,4084528.954
20125255,1/11/2023 5:35:00 PM,1/11/2023 12:00:00 AM,BURGLARY,64,"BURGLARY, RESIDENCE: Day, Entry By Force","11900 ABINGDON ST, NORWALK, CA 90650",11900 ABINGDON ST,NORWALK,90650,923-00441-0456,456,441,NO,CA0190004,NORWALK,-118.0780119,33.89494823,1,8113,-13144384.16,4014704.847
20288294,7/21/2023 12:15:00 PM,7/23/2023 12:00:00 AM,BURGLARY,68,"BURGLARY, RESIDENCE: Unknown, Entry No Force","28700 ATFORD DR, RANCHO PALOS VERDES, CA",28700 ATFORD DR,RANCHO PALOS VERDES,,923-02444-1746,1746,2444,NO,CA0190017,LOMITA,-118.3189031,33.75400647,1,8114,-13171200.04,3995818.74
20287345,7/22/2023 12:37:30 AM,7/22/2023 12:00:00 AM,LARCENY THEFT,89,"GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","28300 AVENUE CROCKER, VALENCIA, CA",28300 AVENUE CROCKER,VALENCIA,,923-10421-0645,645,10421,NO,CA0190006,SANTA CLARITA VALLEY,-118.5891643,34.43931198,1,8115,-13201285.39,4087944.54
20129836,1/16/2023 11:31:10 PM,1/16/2023 12:00:00 AM,VEHICLE / BOATING LAWS,255,VEHICLE AND BOATING LAWS: Misdemeanor,"CURSON AVE AND SUNSET BLVD, WEST HOLLYWOOD, CA",CURSON AVE AND SUNSET BLVD,WEST HOLLYWOOD,,923-00285-0973,973,285,NO,CA0190009,WEST HOLLYWOOD,-118.355025,34.09800485,2,8116,-13175221.12,4041969.287
20153787,2/13/2023 7:03:00 PM,2/13/2023 12:00:00 AM,BURGLARY,71,"BURGLARY, OTHER STRUCTURE: Night, Entry By Force","10600 FIRESTONE BLVD, NORWALK, CA 90650",10600 FIRESTONE BLVD,NORWALK,90650,923-01881-0451,451,1881,NO,CA0190004,NORWALK,-118.1076032,33.92486485,1,8117,-13147678.24,4018717.668
20218621,5/3/2023 3:40:00 PM,5/3/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,146,"ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","13500 COWLEY AVE, BELLFLOWER, CA 90706",13500 COWLEY AVE,BELLFLOWER,90706,023-08466-1332,1332,8466,NO,CA0190013,LAKEWOOD,-118.1340744,33.90700475,2,8118,-13150625.01,4016321.861
20164354,2/26/2023 5:30:00 PM,2/27/2023 12:00:00 AM,VANDALISM,263,VANDALISM FELONY,"16500 MARQUARDT AVE, CERRITOS, CA 90703",16500 MARQUARDT AVE,CERRITOS,90703,923-00832-2319,2319,832,NO,CA01900R7,CERRITOS,-118.0362331,33.88278785,2,8119,-13139733.37,4013074.136
20150939,2/10/2023 4:11:00 AM,2/10/2023 12:00:00 AM,VEHICLE / BOATING LAWS,255,VEHICLE AND BOATING LAWS: Misdemeanor,"4400 58TH ST, MAYWOOD, CA 90270",4400 58TH ST,MAYWOOD,90270,923-01980-0250,250,1980,NO,CA0190002,EAST LOS ANGELES,-118.1850049,33.98805241,2,8120,-13156294.57,4027197.87
20148297,2/8/2023 5:00:00 AM,2/7/2023 12:00:00 AM,GRAND THEFT AUTO,91,GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van,"10TH ST W AND AVENUE H-2, LANCASTER, CA",10TH ST W AND AVENUE H-2,LANCASTER,,923-02243-1127,1127,2243,NO,CA0190024,LANCASTER,-118.1478481,34.66700309,1,8121,-13152158.29,4118719.77
20156700,2/17/2023 4:00:00 AM,2/17/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,146,"ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","1900 108TH ST, LOS ANGELES, CA 90047",1900 108TH ST,LOS ANGELES,90047,023-01479-0373,373,1479,NO,CA0190003,SOUTH LOS ANGELES,-118.3120118,33.93821756,2,8122,-13170432.91,4020509.168
20147460,2/6/2023 12:00:00 PM,2/6/2023 12:00:00 AM,BURGLARY,65,"BURGLARY, RESIDENCE: Day, Entry No Force","6800 72ND ST, PARAMOUNT, CA 90723",6800 72ND ST,PARAMOUNT,90723,923-02508-1366,1366,2508,NO,CA0190013,LAKEWOOD,-118.1790143,33.88535642,1,8123,-13155627.69,4013418.562
20133755,1/21/2023 2:26:00 AM,1/21/2023 12:00:00 AM,AGGRAVATED ASSAULT,51,"ASSAULT, AGGRAVATED: ADW - GUN","15TH ST E AND AVENUE J-8, LANCASTER, CA",15TH ST E AND AVENUE J-8,LANCASTER,,023-01225-1126,1126,1225,YES,CA0190024,LANCASTER,-118.1028492,34.68177893,1,8124,-13147149.04,4120719.823
20122148,1/7/2023 11:06:00 AM,1/7/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,146,"ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","4400 DUNHAM ST, LOS ANGELES, CA 90022",4400 DUNHAM ST,LOS ANGELES,90022,023-00304-0278,278,304,NO,CA0190002,EAST LOS ANGELES,-118.1780141,34.01287563,2,8125,-13155516.35,4030531.04
20257461,6/19/2023 1:00:00 AM,6/19/2023 12:00:00 AM,AGGRAVATED ASSAULT,54,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","23900 S BANNING BLVD, CARSON, CA 90745",23900 S BANNING BLVD,CARSON,90745,023-05711-1625,1625,5711,NO,CA0190016,CARSON,-118.2601199,33.80800402,1,8126,-13164656.33,4003050.7
20287264,7/22/2023 6:47:00 AM,7/22/2023 12:00:00 AM,VEHICLE / BOATING LAWS,255,VEHICLE AND BOATING LAWS: Misdemeanor,"PACIFIC COAST HWY AND WEBB WAY, MALIBU, CA",PACIFIC COAST HWY AND WEBB WAY,MALIBU,,923-03658-1015,1015,3658,NO,CA0190022,MALIBU/LOST HILLS,-118.691042,34.0340022,2,8127,-13212626.36,4033368.605
20186244,3/25/2023 1:45:00 PM,3/25/2023 12:00:00 AM,WEAPON LAWS,153,"WEAPON LAWS: Shooting, Unlawful","600 W AVENUE J-9, LANCASTER, CA",600 W AVENUE J-9,LANCASTER,,923-04947-1123,1123,4947,NO,CA0190024,LANCASTER,-118.1420494,34.68061008,2,8128,-13151512.78,4120561.594
20144257,2/2/2023 5:00:00 AM,2/2/2023 12:00:00 AM,FRAUD AND NSF CHECKS,112,FRAUD: Fraud By False Pretenses,"11500 S NEW HAMPSHIRE AVE, LOS ANGELES, CA 90044",11500 S NEW HAMPSHIRE AVE,LOS ANGELES,90044,923-01006-0378,378,1006,NO,CA0190003,SOUTH LOS ANGELES,-118.2930089,33.92889828,2,8129,-13168317.52,4019258.793
20276382,7/8/2023 1:46:00 PM,7/8/2023 12:00:00 AM,SEX OFFENSES MISDEMEANORS,139,SEX MISDEMEANORS: All Other Sex Misdemeanors,"5100 MUSCATEL AVE, SAN GABRIEL, CA 91776",5100 MUSCATEL AVE,SAN GABRIEL,91776,023-07200-0586,586,7200,NO,CA0190005,TEMPLE,-118.0770108,34.09501614,2,8130,-13144272.72,4041567.519
20240775,5/28/2023 1:30:00 PM,5/30/2023 12:00:00 AM,LARCENY THEFT,383,"THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","43500 13TH ST W, LANCASTER, CA",43500 13TH ST W,LANCASTER,,923-08895-1126,1126,8895,NO,CA0190024,LANCASTER,-118.1536885,34.67243012,1,8131,-13152808.44,4119454.329
20156906,2/17/2023 9:10:00 AM,2/17/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,145,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer","1700 E 120TH ST, LOS ANGELES, CA 90059",1700 E 120TH ST,LOS ANGELES,90059,923-00216-8544,8544,216,NO,CA01900V3,CENTURY,-118.2416352,33.92414684,2,8132,-13162598.62,4018621.342
20350081,9/27/2023 1:52:30 AM,10/2/2023 12:00:00 AM,LARCENY THEFT,387,"THEFT, PETTY: From Bldgs (Church, School, Restaurant)","3000 PALOS VERDES DR N, ROLLING HILLS ESTATES, CA",3000 PALOS VERDES DR N,ROLLING HILLS ESTATES,,923-03219-1721,1721,3219,NO,CA0190017,LOMITA,-118.3389674,33.77305464,1,8133,-13173433.59,3998369.364
20209541,4/23/2023 3:29:00 PM,4/23/2023 12:00:00 AM,MISDEMEANORS MISCELLANEOUS,399,"MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors","5100 WHITTIER BLVD, LOS ANGELES, CA 90022",5100 WHITTIER BLVD,LOS ANGELES,90022,923-05544-0286,286,5544,NO,CA0190002,EAST LOS ANGELES,-118.1575076,34.01990281,2,8134,-13153233.58,4031474.801
20153690,2/13/2023 5:08:00 PM,2/13/2023 12:00:00 AM,LARCENY THEFT,383,"THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","9000 BEVERLY BLVD, WEST HOLLYWOOD, CA 90048",9000 BEVERLY BLVD,WEST HOLLYWOOD,90048,923-00866-0972,972,866,NO,CA0190009,WEST HOLLYWOOD,-118.3887498,34.07600553,1,8135,-13178975.34,4039012.284
20137874,1/26/2023 1:00:00 AM,1/26/2023 12:00:00 AM,LARCENY THEFT,85,GRAND THEFT: Auto Parts And Accessories,"15900 HAWTHORNE BLVD, LAWNDALE, CA 90260",15900 HAWTHORNE BLVD,LAWNDALE,90260,923-00767-0334,334,767,NO,CA0190003,SOUTH LOS ANGELES,-118.3518171,33.88600487,1,8136,-13174864.01,4013505.517
20185939,3/25/2023 6:35:57 AM,3/25/2023 12:00:00 AM,BURGLARY,71,"BURGLARY, OTHER STRUCTURE: Night, Entry By Force","4000 HARDWICK ST, LAKEWOOD, CA 90712",4000 HARDWICK ST,LAKEWOOD,90712,923-05766-1320,1320,5766,NO,CA0190013,LAKEWOOD,-118.1440149,33.85100488,1,8137,-13151731.58,4008813.125
20199693,4/11/2023 11:35:00 AM,4/11/2023 12:00:00 AM,BURGLARY,74,"BURGLARY, OTHER STRUCTURE: Day, Entry By Force","12000 CHESHIRE ST, NORWALK, CA 90650",12000 CHESHIRE ST,NORWALK,90650,923-04276-0458,458,4276,NO,CA0190004,NORWALK,-118.0770103,33.88973995,1,8138,-13144272.66,4014006.387
20206333,4/19/2023 1:00:00 PM,4/19/2023 12:00:00 AM,AGGRAVATED ASSAULT,51,"ASSAULT, AGGRAVATED: ADW - GUN","10600 E AVENUE R14, LITTLEROCK, CA 93543",10600 E AVENUE R14,LITTLEROCK,93543,023-04972-2663,2663,4972,NO,CA01900W9,PALMDALE,-117.9400119,34.55795447,1,8139,-13129022.07,4103970.01
20142878,2/1/2023 6:21:30 AM,2/1/2023 12:00:00 AM,FRAUD AND NSF CHECKS,112,FRAUD: Fraud By False Pretenses,"400 N RSE AVE, COMPTON, CA 90221",400 N RSE AVE,COMPTON,90221,923-01448-2822,2822,1448,NO,CA0190042,COMPTON,-118.2191306,33.89899897,2,8140,-13160093.42,4015248.105
20199036,4/10/2023 3:00:00 PM,4/10/2023 12:00:00 AM,BURGLARY,64,"BURGLARY, RESIDENCE: Day, Entry By Force","400 VISTA DEL NORTE, WALNUT, CA 91789",400 VISTA DEL NORTE,WALNUT,91789,923-02633-2917,2917,2633,NO,CA0190020,WALNUT,-117.8787125,34.01694161,1,8141,-13122198.25,4031077.098
20220821,5/5/2023 9:01:00 PM,5/5/2023 12:00:00 AM,ROBBERY,45,"ROBBERY, STRONG-ARM: Residence","25900 VIANA AVE, LOMITA, CA 90717",25900 VIANA AVE,LOMITA,90717,023-01490-1713,1713,1490,NO,CA0190017,LOMITA,-118.3240822,33.78700499,1,8142,-13171776.57,4000237.732
20210474,4/22/2023 12:58:00 PM,4/24/2023 12:00:00 AM,LARCENY THEFT,83,"GRAND THEFT: Shoplifting (From Dept Store, Mkt Gas Sta)","100 S LONG BEACH BLVD, COMPTON, CA",100 S LONG BEACH BLVD,COMPTON,,923-05511-2843,2843,5511,NO,CA0190042,COMPTON,-118.2079208,33.89500879,1,8143,-13158845.55,4014712.969
20133201,1/20/2023 2:22:30 AM,1/20/2023 12:00:00 AM,GRAND THEFT AUTO,91,GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van,"18900 STUDEBAKER RD, CERRITOS, CA 90703",18900 STUDEBAKER RD,CERRITOS,90703,923-00310-2312,2312,310,NO,CA01900R7,CERRITOS,-118.0976931,33.85898484,1,8144,-13146575.06,4009882.816
20152980,10/22/2022 10:06:00 AM,2/12/2023 12:00:00 AM,AGGRAVATED ASSAULT,54,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","1600 EASTLAKE AVE, LOS ANGELES, CA 90033",1600 EASTLAKE AVE,LOS ANGELES,90033,023-00011-3500,3500,11,NO,CA0190078,SPECIAL VICTIMS BUREAU,-118.2055882,34.06321898,1,8145,-13158585.89,4037293.952
20152372,2/11/2023 3:45:00 AM,2/11/2023 12:00:00 AM,LARCENY THEFT,85,GRAND THEFT: Auto Parts And Accessories,"8100 NORTON AVE, WEST HOLLYWOOD, CA 90046",8100 NORTON AVE,WEST HOLLYWOOD,90046,923-00829-0975,975,829,NO,CA0190009,WEST HOLLYWOOD,-118.3659168,34.09100648,1,8146,-13176433.59,4041028.529
20147555,2/5/2023 3:45:00 AM,2/6/2023 12:00:00 AM,LARCENY THEFT,85,GRAND THEFT: Auto Parts And Accessories,"8600 ALONDRA BLVD, PARAMOUNT, CA 90723",8600 ALONDRA BLVD,PARAMOUNT,90723,923-02523-1369,1369,2523,NO,CA0190013,LAKEWOOD,-118.1469832,33.88900488,1,8147,-13152062,4013907.812
20147386,2/6/2023 1:10:00 PM,2/6/2023 12:00:00 AM,GRAND THEFT AUTO,91,GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van,"2000 WAYSIDE ST, COMPTON, CA 90222",2000 WAYSIDE ST,COMPTON,90222,923-01897-2137,2137,1897,NO,CA01900V3,CENTURY,-118.2350565,33.91212123,1,8148,-13161866.29,4017008.149
20116953,1/1/2023 1:30:00 AM,1/1/2023 12:00:00 AM,AGGRAVATED ASSAULT,50,"ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","11900 ELVA AVE, LOS ANGELES, CA 90061",11900 ELVA AVE,LOS ANGELES,90061,023-00009-2131,2131,9,NO,CA01900V3,CENTURY,-118.2530125,33.92375124,1,8149,-13163865.14,4018568.27
20189032,3/28/2023 11:57:00 PM,3/28/2023 12:00:00 AM,MISDEMEANORS MISCELLANEOUS,399,"MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors","11100 CARSON DR, LYNWOOD, CA 90262",11100 CARSON DR,LYNWOOD,90262,923-04358-2112,2112,4358,NO,CA01900V3,CENTURY,-118.1998339,33.92895472,2,8150,-13157945.32,4019266.365
20147501,2/6/2023 4:39:00 PM,2/6/2023 12:00:00 AM,GRAND THEFT AUTO,91,GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van,"7300 COMPTON AVE, LOS ANGELES, CA 90001",7300 COMPTON AVE,LOS ANGELES,90001,923-01906-2176,2176,1906,NO,CA01900V3,CENTURY,-118.2470405,33.97251452,1,8151,-13163200.34,4025111.994
20151596,2/10/2023 12:10:00 PM,2/10/2023 12:00:00 AM,LARCENY THEFT,389,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","1000 W CARSON ST, TORRANCE, CA 90505",1000 W CARSON ST,TORRANCE,90505,923-00193-8545,8545,193,NO,CA0190016,CARSON,-118.2926728,33.83098074,1,8152,-13168280.1,4006129.386
20168110,3/3/2023 4:00:00 AM,3/3/2023 12:00:00 AM,LARCENY THEFT,85,GRAND THEFT: Auto Parts And Accessories,"19800 HARRISON AVE, INDUSTRY, CA",19800 HARRISON AVE,INDUSTRY,,923-02336-1419,1419,2336,NO,CA0190014,INDUSTRY,-117.8652196,34.00436118,1,8153,-13120696.22,4029387.642
20141396,1/30/2023 5:00:00 PM,1/30/2023 12:00:00 AM,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","VIA MARINA AND MARQUESAS WAY, MARINA DEL REY, CA 90292",VIA MARINA AND MARQUESAS WAY,MARINA DEL REY,90292,023-00221-2760,2760,221,NO,CA0190065,MARINA DEL REY,-118.4590022,33.97600655,1,8154,-13186795.81,4025580.747
20147524,2/6/2023 12:00:00 PM,2/6/2023 12:00:00 AM,GRAND THEFT AUTO,91,GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van,"ATLANTIC AVE AND CARLIN AVE, LYNWOOD, CA 90262",ATLANTIC AVE AND CARLIN AVE,LYNWOOD,90262,923-01908-2117,2117,1908,NO,CA01900V3,CENTURY,-118.1911052,33.90990099,1,8155,-13156973.65,4016710.338
20148057,2/7/2023 9:11:00 AM,2/7/2023 12:00:00 AM,GRAND THEFT AUTO,91,GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van,"3100 EL SEGUNDO BLVD, LYNWOOD, CA 90262",3100 EL SEGUNDO BLVD,LYNWOOD,90262,923-01947-2117,2117,1947,NO,CA01900V3,CENTURY,-118.213815,33.91602525,1,8156,-13159501.69,4017531.835
20184185,3/23/2023 12:26:00 AM,3/23/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,146,"ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","11700 HOLMES AVE, LOS ANGELES, CA",11700 HOLMES AVE,LOS ANGELES,,023-04067-2131,2131,4067,NO,CA01900V3,CENTURY,-118.2410118,33.92595943,2,8157,-13162529.22,4018864.514
